order_id,customer_id,order_date,status,payment_method,shipping_cost,region
797,312.0,2025-05-24 10:14:15,CANCELLED,COD,145.06,North
798,20.0,2025-02-05 22:09:32,SHIPPED,COD,153.21,South
799,62.0,2025-09-24 08:00:20,CANCELLED,COD,235.47,South
800,14.0,2026-07-04 14:49:54,SHIPPED,UPI,179.26,East
801,70.0,2025-08-06 14:23:00,PLACED,NETBANKING,204.16,East
802,359.0,2026-05-05 18:18:31,CANCELLED,UPI,105.94,West
803,244.0,2025-05-12 16:42:37,RETURNED,COD,0.0,South
804,481.0,2024-12-25 16:37:28,CANCELLED,UPI,184.74,East
805,133.0,2025-06-28 13:43:23,CANCELLED,UPI,237.32,South
806,125.0,2025-11-26 07:58:36,PLACED,NETBANKING,187.02,East
807,466.0,2025-01-05 01:29:55,DELIVERED,NETBANKING,247.01,South
808,164.0,2025-09-09 21:33:23,SHIPPED,CARD,211.86,East
809,142.0,2024-08-11 19:12:43,PLACED,NETBANKING,153.14,North
810,484.0,2025-03-05 16:59:05,RETURNED,NETBANKING,246.93,East
811,3.0,2025-03-31 04:42:41,PLACED,NETBANKING,76.76,North
812,47.0,2025-11-26 20:37:45,CANCELLED,COD,71.47,East
813,164.0,2025-05-06 23:53:28,DELIVERED,UPI,47.14,East
814,102.0,2025-09-24 18:32:03,PLACED,CARD,92.53,North
815,240.0,2026-03-15 11:44:37,SHIPPED,UPI,69.82,North
816,372.0,2026-02-09 19:32:47,CANCELLED,NETBANKING,0.0,South
817,14.0,2024-10-17 13:35:10,DELIVERED,CARD,212.67,West
818,432.0,2025-08-22 13:40:45,RETURNED,UPI,97.87,East
819,56.0,2024-09-24 15:48:01,PLACED,NETBANKING,101.99,North
820,20.0,2024-10-15 12:22:37,RETURNED,UPI,157.48,West
821,43.0,2026-05-06 14:04:38,RETURNED,CARD,129.73,North
822,434.0,2025-11-27 12:01:14,RETURNED,NETBANKING,113.02,North
823,40.0,2025-04-07 02:37:13,RETURNED,UPI,146.32,North
824,194.0,2026-07-06 07:19:20,CANCELLED,CARD,204.46,East
825,234.0,2025-05-06 22:57:50,DELIVERED,COD,218.94,East
826,134.0,2026-01-29 05:39:33,CANCELLED,COD,55.34,West
827,218.0,2025-08-19 05:33:02,CANCELLED,CARD,189.74,East
828,226.0,2024-08-23 10:15:58,PLACED,COD,117.35,West
829,150.0,2025-06-25 19:57:31,DELIVERED,NETBANKING,231.27,North
830,,2024-12-13 23:59:24,RETURNED,NETBANKING,236.13,North
831,58.0,2025-12-20 12:05:31,CANCELLED,COD,172.29,West
832,294.0,2026-03-28 02:03:45,DELIVERED,COD,65.65,East
833,326.0,2025-08-15 12:16:16,CANCELLED,UPI,67.93,East
834,416.0,2024-10-09 02:50:47,DELIVERED,CARD,65.45,South
835,88.0,2025-08-13 06:26:17,CANCELLED,CARD,116.3,East
836,306.0,2025-12-21 20:17:19,SHIPPED,COD,104.45,West
837,291.0,2025-02-03 20:54:53,DELIVERED,CARD,243.35,North
838,51.0,2026-03-25 08:29:42,SHIPPED,CARD,248.35,East
839,64.0,2025-04-19 05:49:43,PLACED,CARD,91.08,East
840,445.0,2024-07-31 01:21:54,CANCELLED,UPI,88.16,East
841,50.0,2025-06-13 19:45:45,RETURNED,NETBANKING,91.09,West
842,323.0,2025-01-31 17:04:54,DELIVERED,NETBANKING,90.42,West
843,297.0,2026-04-14 05:23:41,DELIVERED,NETBANKING,107.96,West
844,430.0,2025-09-15 12:41:46,SHIPPED,UPI,243.65,East
845,84.0,2026-01-08 15:30:08,DELIVERED,NETBANKING,197.72,North
846,220.0,2025-10-18 15:27:08,CANCELLED,UPI,132.23,North
847,280.0,2026-01-31 20:13:40,DELIVERED,COD,169.4,North
848,,2026-07-07 14:50:10,PLACED,CARD,216.67,South
849,380.0,2025-11-02 23:09:56,RETURNED,NETBANKING,191.32,East
850,237.0,2026-02-06 11:29:04,PLACED,CARD,101.88,East
851,338.0,2025-02-27 06:25:22,DELIVERED,UPI,188.18,North
852,95.0,2025-09-09 04:05:30,PLACED,COD,51.85,East
853,364.0,2024-08-02 06:44:27,PLACED,UPI,189.28,North
854,325.0,2024-12-20 16:31:46,RETURNED,UPI,84.63,West
855,42.0,2025-08-25 08:57:51,PLACED,COD,130.56,East
856,348.0,2025-01-23 06:57:48,RETURNED,NETBANKING,94.53,East
857,146.0,2026-05-11 00:48:14,DELIVERED,NETBANKING,68.26,North
858,70.0,2024-11-12 17:48:14,CANCELLED,NETBANKING,224.45,South
859,400.0,2026-02-03 19:52:19,RETURNED,COD,204.89,North
860,,2026-03-13 16:06:51,PLACED,CARD,167.42,South
861,,2026-03-22 02:52:59,SHIPPED,CARD,177.66,West
862,413.0,2026-03-05 17:29:03,CANCELLED,CARD,70.77,North
863,339.0,2024-10-05 06:29:10,SHIPPED,COD,0.0,North
864,318.0,2025-07-26 09:53:04,SHIPPED,UPI,171.61,East
865,241.0,2025-07-24 20:35:29,DELIVERED,COD,100.62,West
866,,2025-06-02 05:38:31,DELIVERED,NETBANKING,198.07,North
867,251.0,2024-11-17 18:29:44,CANCELLED,NETBANKING,80.66,East
869,359.0,2024-10-15 18:29:15,DELIVERED,COD,91.2,South
870,185.0,2025-01-27 22:29:08,CANCELLED,NETBANKING,199.97,North
871,187.0,2024-10-03 22:24:58,DELIVERED,UPI,59.1,South
872,224.0,2026-02-07 04:00:27,RETURNED,NETBANKING,74.16,North
873,6.0,2025-06-25 05:26:10,RETURNED,NETBANKING,219.23,East
874,94.0,2024-07-23 19:32:29,RETURNED,CARD,121.72,South
875,237.0,2025-12-15 07:46:37,PLACED,UPI,208.67,North
876,346.0,2026-05-06 02:57:26,PLACED,CARD,227.5,South
877,34.0,2025-07-10 17:13:27,PLACED,UPI,113.36,East
878,115.0,2026-03-16 01:14:36,RETURNED,NETBANKING,75.65,North
879,145.0,2026-05-22 04:24:48,PLACED,COD,218.79,West
880,384.0,2025-07-27 15:55:05,SHIPPED,NETBANKING,91.89,East
881,132.0,2025-07-29 05:57:35,PLACED,COD,104.48,East
882,168.0,2026-04-05 14:23:45,DELIVERED,CARD,240.96,North
883,45.0,2025-07-10 09:43:01,DELIVERED,CARD,142.94,South
884,379.0,2025-06-24 00:05:08,DELIVERED,CARD,232.96,West
885,321.0,2025-02-13 02:53:53,RETURNED,COD,160.18,North
886,378.0,2024-08-28 16:14:31,PLACED,CARD,212.93,North
887,398.0,2025-08-02 16:24:43,DELIVERED,UPI,202.52,North
888,204.0,2024-09-16 01:41:48,SHIPPED,NETBANKING,55.44,North
889,81.0,2025-11-06 02:13:49,SHIPPED,UPI,90.29,South
890,27.0,2026-05-24 13:24:02,RETURNED,NETBANKING,49.71,East
891,219.0,2026-04-16 15:55:11,RETURNED,NETBANKING,240.46,South
892,336.0,2026-03-31 11:44:34,PLACED,CARD,111.22,North
893,15.0,2025-10-01 04:14:21,RETURNED,CARD,224.81,West
894,294.0,2025-03-12 04:39:19,DELIVERED,CARD,220.24,West
895,65.0,2025-04-02 10:36:16,RETURNED,CARD,170.32,South
896,91.0,2026-01-30 10:14:50,SHIPPED,COD,221.58,North
897,126.0,2025-09-06 21:03:12,DELIVERED,COD,186.79,South
898,70.0,2026-03-31 12:39:44,PLACED,COD,166.36,North
899,88.0,2025-08-01 01:15:13,SHIPPED,NETBANKING,149.93,West
901,451.0,2026-04-14 07:26:13,DELIVERED,COD,142.13,South
902,129.0,2026-02-06 07:01:45,CANCELLED,NETBANKING,229.93,North
903,36.0,2025-12-11 16:26:58,RETURNED,UPI,208.96,West
904,338.0,2025-04-06 01:56:43,RETURNED,NETBANKING,74.23,North
905,132.0,2024-12-18 13:41:00,PLACED,COD,145.32,North
906,132.0,2025-12-07 22:54:32,DELIVERED,CARD,163.15,East
907,97.0,2024-07-16 18:18:36,DELIVERED,UPI,249.85,East
908,132.0,2026-02-14 09:51:38,CANCELLED,COD,83.52,North
909,26.0,2025-09-08 03:51:40,SHIPPED,CARD,49.75,South
910,79.0,2025-10-17 22:01:05,RETURNED,CARD,181.19,East
912,44.0,2024-08-08 18:35:03,SHIPPED,NETBANKING,40.49,South
913,87.0,2025-05-11 17:29:38,RETURNED,COD,154.58,South
914,266.0,2025-08-04 20:44:35,PLACED,COD,74.59,North
915,103.0,2026-02-03 20:06:08,DELIVERED,COD,165.75,West
916,196.0,2025-12-14 23:46:25,CANCELLED,UPI,209.77,North
917,413.0,2024-10-10 11:33:41,DELIVERED,COD,185.76,North
918,490.0,2025-09-12 00:59:00,CANCELLED,CARD,185.76,East
919,356.0,2025-10-10 23:05:02,PLACED,UPI,100.56,North
920,180.0,2025-03-13 10:34:54,SHIPPED,COD,0.0,North
921,449.0,2025-08-13 01:23:45,DELIVERED,COD,122.69,North
922,134.0,2025-12-27 06:25:08,CANCELLED,NETBANKING,153.48,East
923,155.0,2025-01-08 07:38:15,CANCELLED,CARD,90.78,West
926,319.0,2024-12-23 07:14:07,PLACED,CARD,230.15,West
927,186.0,2026-01-03 15:02:21,RETURNED,COD,133.66,North
928,467.0,2025-11-28 23:23:02,PLACED,CARD,64.65,East
929,134.0,2026-03-30 12:35:14,CANCELLED,COD,52.07,South
930,464.0,2025-08-05 06:07:43,SHIPPED,CARD,69.49,North
931,189.0,2026-03-01 09:16:08,PLACED,CARD,184.18,North
932,226.0,2025-11-28 05:18:28,CANCELLED,CARD,220.0,South
933,260.0,2024-07-26 20:43:31,SHIPPED,NETBANKING,79.23,North
934,209.0,2026-07-13 03:36:47,SHIPPED,NETBANKING,129.09,North
935,498.0,2024-07-20 23:26:12,PLACED,CARD,127.26,East
936,62.0,2025-04-13 08:59:00,CANCELLED,COD,181.35,West
937,63.0,2024-08-21 10:57:35,DELIVERED,CARD,75.35,South
938,22.0,2024-09-11 07:12:57,PLACED,UPI,116.88,North
939,328.0,2025-07-30 18:54:47,PLACED,CARD,51.94,West
940,244.0,2025-08-25 11:08:56,PLACED,COD,92.47,North
941,261.0,2025-08-13 01:44:24,PLACED,CARD,97.87,South
942,303.0,2025-07-30 07:46:02,PLACED,CARD,202.07,South
943,379.0,2026-04-03 05:02:23,SHIPPED,NETBANKING,143.41,North
944,249.0,2025-09-26 06:04:57,DELIVERED,CARD,183.96,West
945,388.0,2024-08-23 10:26:46,CANCELLED,CARD,176.49,East
946,223.0,2025-04-23 05:33:49,CANCELLED,NETBANKING,238.95,South
947,153.0,2024-11-09 17:20:26,DELIVERED,COD,131.57,North
948,282.0,2025-03-09 15:45:55,DELIVERED,COD,227.27,North
949,460.0,2025-04-02 15:53:02,CANCELLED,COD,44.67,East
950,224.0,2025-07-13 18:48:00,SHIPPED,CARD,51.63,East
951,270.0,2024-07-21 00:54:38,PLACED,NETBANKING,177.69,East
952,3.0,2026-04-17 06:08:23,CANCELLED,CARD,128.04,North
953,306.0,2024-07-25 11:23:47,SHIPPED,COD,237.86,East
954,301.0,2026-06-13 02:59:47,SHIPPED,COD,245.35,East
955,87.0,2025-06-17 03:39:52,DELIVERED,NETBANKING,204.87,North
956,92.0,2025-12-21 23:20:45,RETURNED,UPI,224.38,East
957,358.0,2026-05-01 18:11:40,RETURNED,UPI,102.0,North
958,465.0,2025-12-02 04:37:30,SHIPPED,NETBANKING,234.33,East
959,,2025-01-09 10:36:39,PLACED,UPI,49.0,East
960,152.0,2026-03-08 06:48:36,PLACED,UPI,149.38,South
961,497.0,2026-01-06 06:06:12,CANCELLED,CARD,158.95,North
962,125.0,2024-10-30 09:58:39,CANCELLED,UPI,222.13,West
963,354.0,2026-01-16 05:15:08,SHIPPED,COD,108.79,South
964,421.0,2026-07-14 14:20:08,CANCELLED,NETBANKING,72.34,East
965,392.0,2024-08-01 18:18:36,CANCELLED,CARD,171.09,West
966,279.0,2024-07-18 01:02:19,SHIPPED,COD,206.69,West
967,147.0,2025-01-03 21:11:47,DELIVERED,NETBANKING,208.62,East
968,172.0,2026-04-25 04:52:38,DELIVERED,UPI,44.23,South
969,42.0,2026-03-01 12:37:59,PLACED,COD,120.15,East
970,247.0,2026-06-04 22:51:37,DELIVERED,CARD,121.46,South
971,125.0,2025-09-10 21:49:49,CANCELLED,COD,151.07,South
972,83.0,2024-09-21 08:44:37,CANCELLED,COD,87.64,East
973,444.0,2024-11-20 07:18:08,DELIVERED,CARD,0.0,West
974,36.0,2025-01-13 01:36:26,DELIVERED,COD,120.9,North
975,36.0,2026-04-23 02:20:29,RETURNED,UPI,136.15,West
976,101.0,2025-10-20 13:06:09,PLACED,UPI,186.71,South
977,143.0,2025-01-16 08:57:49,RETURNED,NETBANKING,233.99,North
978,11.0,2025-12-11 18:46:40,SHIPPED,NETBANKING,208.73,East
979,408.0,2025-02-21 10:46:14,CANCELLED,COD,126.45,East
980,326.0,2025-02-11 23:55:18,RETURNED,NETBANKING,153.13,South
981,128.0,2025-02-09 16:01:25,DELIVERED,NETBANKING,184.95,South
982,189.0,2025-07-21 05:32:47,RETURNED,NETBANKING,67.87,North
983,248.0,2025-11-24 07:35:57,DELIVERED,COD,63.88,East
984,384.0,2024-11-26 22:35:30,RETURNED,UPI,148.51,East
985,387.0,2025-05-16 07:41:36,CANCELLED,UPI,185.52,West
986,12.0,2024-10-09 19:23:03,SHIPPED,NETBANKING,84.81,North
987,147.0,2025-04-04 10:59:54,CANCELLED,COD,182.45,West
988,140.0,2025-08-18 17:17:57,PLACED,COD,139.53,South
989,387.0,2025-11-06 21:08:55,SHIPPED,UPI,60.41,East
990,117.0,2025-10-05 02:30:48,RETURNED,CARD,0.0,East
991,63.0,2025-07-19 19:25:13,RETURNED,UPI,158.92,South
992,230.0,2025-07-24 16:15:35,PLACED,COD,97.27,West
993,384.0,2024-11-03 16:20:53,PLACED,CARD,137.91,East
994,236.0,2025-03-24 12:56:44,PLACED,UPI,80.82,West
995,474.0,2026-03-01 23:52:08,RETURNED,COD,110.06,North
996,6.0,2025-01-13 16:01:26,SHIPPED,COD,233.22,South
997,199.0,2025-12-08 00:49:44,CANCELLED,UPI,184.49,East
998,140.0,2025-07-22 08:47:18,SHIPPED,NETBANKING,75.62,East
999,415.0,2026-04-03 22:36:29,DELIVERED,NETBANKING,45.12,West
1000,20.0,2024-09-10 10:15:31,DELIVERED,UPI,145.97,East
